Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Wheat,Kustia,51900,38488,,1978-79,,,,,
Wheat,Mymensingh,8355,5330,,1978-79,,,,,
Wheat,Noakhali,1800,992,,1978-79,,,,,
Wheat,Pabna,42000,29059,,1978-79,,,,,
Wheat,Patuakhali,0,0,,1978-79,,,,,
Wheat,Rajshahi,60925,27669,,1978-79,,,,,
Wheat,Rangpur,14000,6960,,1978-79,,,,,
Wheat,Sylhet,5270,2084,,1978-79,,,,,
Wheat,Tangail,15635,11588,,1978-79,,,,,
Wheat,Barisal,190,107,,1979-80,,,,,
Wheat,Bogra,31085,27802,,1979-80,,,,,
Wheat,Chittagonj,65,36,,1979-80,,,,,
Wheat,Chittagonj  H.T,85,52,,1979-80,,,,,
Wheat,Comilla,63455,47438,,1979-80,,,,,
Wheat,Dhaka,22300,14082,,1979-80,,,,,
Wheat,Dinajpur,31130,25097,,1979-80,,,,,
Wheat,Faridpur,46495,24560,,1979-80,,,,,
Wheat,Jamalpur,0,0,,1979-80,,,,,
Wheat,Jessore,34940,23379,,1979-80,,,,,
Wheat,Khulna,4270,4286,,1979-80,,,,,
Wheat,Kishoregonj,5455,4910,,1979-80,,,,,
Wheat,Kustia,60960,64195,,1979-80,,,,,
Wheat,Mymensingh,10335,6864,,1979-80,,,,,
Wheat,Noakhali,560,210,,1979-80,,,,,
Wheat,Pabna,48000,34932,,1979-80,,,,,
Wheat,Patuakhali,0,0,,1979-80,,,,,
Wheat,Rajshahi,59600,32505,,1979-80,,,,,
Wheat,Rangpur,25985,15712,,1979-80,,,,,
Wheat,Sylhet,6000,2131,,1979-80,,,,,
Wheat,Tangail,15960,14204,,1979-80,,,,,
Wheat,Bandarban,0,0,,1980-81,,,,,
Wheat,Barisal,5125,2785,,1980-81,,,,,
Wheat,Bogra,76945,58525,,1980-81,,,,,
Wheat,Chittagonj,585,380,,1980-81,,,,,
Wheat,Comilla,194990,121005,,1980-81,,,,,
Wheat,Dhaka,48810,31320,,1980-81,,,,,
Wheat,Dinajpur,202835,46235,,1980-81,,,,,
Wheat,Faridpur,63970,49940,,1980-81,,,,,
Wheat,Jamalpur,10660,8400,,1980-81,,,,,
Wheat,Jessore,118310,66740,,1980-81,,,,,
Wheat,Khagrachari,0,0,,1980-81,,,,,
Wheat,Khulna,11330,8190,,1980-81,,,,,
Wheat,Kishoregonj,21890,12305,,1980-81,,,,,
Wheat,Kustia,135810,115800,,1980-81,,,,,
Wheat,Mymensingh,8585,8170,,1980-81,,,,,
Wheat,Noakhali,2690,1470,,1980-81,,,,,
Wheat,Pabna,103645,82295,,1980-81,,,,,
Wheat,Patuakhali,175,90,,1980-81,,,,,
Wheat,Rajshahi,140780,117060,,1980-81,,,,,
Wheat,Rangamati,420,245,,1980-81,,,,,
Wheat,Rangpur,248840,195730,,1980-81,,,,,
Wheat,Sylhet,12120,7760,,1980-81,,,,,
Wheat,Tangail,52395,40810,,1980-81,,,,,
Wheat,Bandarban,0,0,,1981-82,,,,,
Wheat,Barisal,5410,2805,,1981-82,,,,,
Wheat,Bogra,65735,47500,,1981-82,,,,,
Wheat,Chittagonj,590,275,,1981-82,,,,,
Wheat,Comilla,187015,118720,,1981-82,,,,,
Wheat,Dhaka,56805,37560,,1981-82,,,,,
Wheat,Dinajpur,183240,128845,,1981-82,,,,,
Wheat,Faridpur,94215,75170,,1981-82,,,,,
Wheat,Jamalpur,13785,10380,,1981-82,,,,,
Wheat,Jessore,116025,73990,,1981-82,,,,,
Wheat,Khagrachari,0,0,,1981-82,,,,,
Wheat,Khulna,16535,13080,,1981-82,,,,,
Wheat,Kishoregonj,26070,11245,,1981-82,,,,,
Wheat,Kustia,133150,106675,,1981-82,,,,,
Wheat,Mymensingh,10830,10440,,1981-82,,,,,
Wheat,Noakhali,2050,830,,1981-82,,,,,
Wheat,Pabna,87880,73785,,1981-82,,,,,
Wheat,Patuakhali,85,35,,1981-82,,,,,
Wheat,Rajshahi,99910,71160,,1981-82,,,,,
Wheat,Rangamati,30,10,,1981-82,,,,,
Wheat,Rangpur,165005,125380,,1981-82,,,,,
Wheat,Sylhet,10255,8130,,1981-82,,,,,
Wheat,Tangail,45115,36095,,1981-82,,,,,
Wheat,Bandarban,0,0,,1982-83,,,,,
Wheat,Barisal,7305,4435,,1982-83,,,,,
Wheat,Bogra,62870,51345,,1982-83,,,,,
Wheat,Chittagonj,495,230,,1982-83,,,,,
Wheat,Comilla,157700,107585,,1982-83,,,,,
Wheat,Dhaka,59690,46420,,1982-83,,,,,
Wheat,Dinajpur,140465,111175,,1982-83,,,,,
Wheat,Faridpur,98200,92625,,1982-83,,,,,
Wheat,Jamalpur,19330,17065,,1982-83,,,,,
Wheat,Jessore,77490,55445,,1982-83,,,,,
Wheat,Khagrachari,0,0,,1982-83,,,,,
Wheat,Khulna,5935,5030,,1982-83,,,,,
Wheat,Kishoregonj,24320,14240,,1982-83,,,,,
Wheat,Kustia,115940,130030,,1982-83,,,,,
Wheat,Mymensingh,15525,17345,,1982-83,,,,,
Wheat,Noakhali,2600,1355,,1982-83,,,,,
Wheat,Pabna,101095,97570,,1982-83,,,,,
Wheat,Patuakhali,300,160,,1982-83,,,,,
Wheat,Rajshahi,142080,107575,,1982-83,,,,,
Wheat,Rangamati,0,0,,1982-83,,,,,
Wheat,Rangpur,193830,167230,,1982-83,,,,,
Wheat,Sylhet,15675,13630,,1982-83,,,,,
Wheat,Tangail,42525,37550,,1982-83,,,,,
Wheat,Bandarban,15,5,,1983-84,,,,,
Wheat,Barisal,4590,1755,,1983-84,,,,,
Wheat,Bogra,62370,60700,,1983-84,,,,,
Wheat,Chittagonj,450,195,,1983-84,,,,,
Wheat,Comilla,157010,141380,,1983-84,,,,,
Wheat,Dhaka,59945,49680,,1983-84,,,,,
Wheat,Dinajpur,166010,140875,,1983-84,,,,,
Wheat,Faridpur,100360,98880,,1983-84,,,,,
Wheat,Jamalpur,34525,30115,,1983-84,,,,,
Wheat,Jessore,60645,58400,,1983-84,,,,,
Wheat,Khagrachari,10,5,,1983-84,,,,,
Wheat,Khulna,4800,4635,,1983-84,,,,,
Wheat,Kishoregonj,20160,19635,,1983-84,,,,,
Wheat,Kustia,131030,129845,,1983-84,,,,,
Wheat,Mymensingh,19190,19900,,1983-84,,,,,
Wheat,Noakhali,2205,1280,,1983-84,,,,,
Wheat,Pabna,108505,105690,,1983-84,,,,,
Wheat,Patuakhali,80,35,,1983-84,,,,,
Wheat,Rajshahi,123830,110540,,1983-84,,,,,
Wheat,Rangamati,15,5,,1983-84,,,,,
Wheat,Rangpur,195575,170840,,1983-84,,,,,
Wheat,Sylhet,9865,8700,,1983-84,,,,,
Wheat,Tangail,38570,39210,,1983-84,,,,,
Wheat,Bandarban,10,5,,1984-85,,,,,
Wheat,Barisal,7805,4430,,1984-85,,,,,
Wheat,Bogra,86035,79795,,1984-85,,,,,
Wheat,Chittagonj,455,210,,1984-85,,,,,
Wheat,Comilla,160000,154625,,1984-85,,,,,
Wheat,Dhaka,92890,77940,,1984-85,,,,,
Wheat,Dinajpur,155490,119185,,1984-85,,,,,
Wheat,Faridpur,144370,140215,,1984-85,,,,,
Wheat,Jamalpur,56380,46490,,1984-85,,,,,
Wheat,Jessore,101120,100530,,1984-85,,,,,
Wheat,Khagrachari,25,10,,1984-85,,,,,
Wheat,Khulna,6000,5605,,1984-85,,,,,
Wheat,Kishoregonj,23945,21445,,1984-85,,,,,
Wheat,Kustia,148590,136095,,1984-85,,,,,
Wheat,Mymensingh,28795,26340,,1984-85,,,,,
Wheat,Noakhali,6315,3040,,1984-85,,,,,
Wheat,Pabna,162845,134670,,1984-85,,,,,
Wheat,Patuakhali,130,65,,1984-85,,,,,
Wheat,Rajshahi,184055,154430,,1984-85,,,,,
Wheat,Rangamati,20,5,,1984-85,,,,,
Wheat,Rangpur,235470,196160,,1984-85,,,,,
Wheat,Sylhet,17565,15800,,1984-85,,,,,
Wheat,Tangail,52750,46540,,1984-85,,,,,
Wheat,Bandarban,10,5,,1985-86,,,,,
Wheat,Barisal,9755,6705,,1985-86,,,,,
Wheat,Bogra,65875,61130,,1985-86,,,,,
Wheat,Chittagonj,230,150,,1985-86,,,,,
Wheat,Comilla,159965,140195,,1985-86,,,,,
Wheat,Dhaka,98255,75475,,1985-86,,,,,
Wheat,Dinajpur,117355,88565,,1985-86,,,,,
Wheat,Faridpur,104955,65720,,1985-86,,,,,
Wheat,Jamalpur,41810,31880,,1985-86,,,,,
Wheat,Jessore,75200,58635,,1985-86,,,,,
Wheat,Khagrachari,40,35,,1985-86,,,,,
Wheat,Khulna,11680,10410,,1985-86,,,,,
Wheat,Kishoregonj,28150,20890,,1985-86,,,,,
Wheat,Kustia,107385,94290,,1985-86,,,,,
Wheat,Mymensingh,318510,22270,,1985-86,,,,,
Wheat,Noakhali,4040,2400,,1985-86,,,,,
Wheat,Pabna,133360,86500,,1985-86,,,,,
Wheat,Patuakhali,350,200,,1985-86,,,,,
Wheat,Rajshahi,144580,108380,,1985-86,,,,,
Wheat,Rangamati,90,40,,1985-86,,,,,
Wheat,Rangpur,130400,108420,,1985-86,,,,,
Wheat,Sylhet,13480,9270,,1985-86,,,,,
Wheat,Tangail,56695,49540,,1985-86,,,,,
Wheat,Bandarban,0,0,,1986-87,,,,,
Wheat,Barisal,11320,3950,,1986-87,,,,,
Wheat,Bogra,58400,49310,,1986-87,,,,,
Wheat,Chittagonj,475,265,,1986-87,,,,,
Wheat,Comilla,175110,141680,,1986-87,,,,,
Wheat,Dhaka,94205,51555,,1986-87,,,,,
Wheat,Dinajpur,140115,114780,,1986-87,,,,,
Wheat,Faridpur,109715,62945,,1986-87,,,,,
Wheat,Jamalpur,54685,39720,,1986-87,,,,,
Wheat,Jessore,88160,70795,,1986-87,,,,,
Wheat,Khagrachari,25,10,,1986-87,,,,,
Wheat,Khulna,11675,9630,,1986-87,,,,,
Wheat,Kishoregonj,30845,19800,,1986-87,,,,,
Wheat,Kustia,108675,73190,,1986-87,,,,,
Wheat,Mymensingh,29835,21370,,1986-87,,,,,
Wheat,Noakhali,3800,2120,,1986-87,,,,,
Wheat,Pabna,125440,96045,,1986-87,,,,,
Wheat,Patuakhali,200,80,,1986-87,,,,,
Wheat,Rajshahi,130220,109760,,1986-87,,,,,
Wheat,Rangamati,45,20,,1986-87,,,,,
Wheat,Rangpur,185790,165345,,1986-87,,,,,
Wheat,Sylhet,20235,11495,,1986-87,,,,,
Wheat,Tangail,66030,47125,,1986-87,,,,,
Wheat,Bandarban,5,5,,1987-1988,,,,,
Wheat,Barisal,18215,13840,,1987-1988,,,,,
Wheat,Bogra,58635,44360,,1987-1988,,,,,
Wheat,Chittagonj,135,80,,1987-1988,,,,,
Wheat,Comilla,184000,122310,,1987-1988,,,,,
Wheat,Dhaka,91910,64080,,1987-1988,,,,,
Wheat,Dinajpur,142585,95525,,1987-1988,,,,,
Wheat,Faridpur,120880,74490,,1987-1988,,,,,
Wheat,Jamalpur,52540,37340,,1987-1988,,,,,
Wheat,Jessore,110190,104505,,1987-1988,,,,,
Wheat,Khagrachari,70,35,,1987-1988,,,,,
Wheat,Khulna,8130,6835,,1987-1988,,,,,
Wheat,Kishoregonj,28285,19350,,1987-1988,,,,,
Wheat,Kustia,113375,97410,,1987-1988,,,,,
Wheat,Mymensingh,29425,19890,,1987-1988,,,,,
Wheat,Noakhali,3455,2010,,1987-1988,,,,,
Wheat,Pabna,122160,71130,,1987-1988,,,,,
Wheat,Patuakhali,350,210,,1987-1988,,,,,
Wheat,Rajshahi,128065,93210,,1987-1988,,,,,
Wheat,Rangamati,10,5,,1987-1988,,,,,
Wheat,Rangpur,186775,131130,,1987-1988,,,,,
Wheat,Sylhet,16360,10525,,1987-1988,,,,,
Wheat,Tangail,60735,39740,,1987-1988,,,,,
Wheat,Bandarban,0,0,,1988-1989,,,,,
Wheat,Barisal,12750,8950,,1988-1989,,,,,
Wheat,Bogra,49840,39175,,1988-1989,,,,,
Wheat,Chittagonj,0,0,,1988-1989,,,,,
Wheat,Comilla,161055,112590,,1988-1989,,,,,
Wheat,Dhaka,75720,51550,,1988-1989,,,,,
Wheat,Dinajpur,149710,110010,,1988-1989,,,,,
Wheat,Faridpur,119490,82420,,1988-1989,,,,,
Wheat,Jamalpur,47280,36850,,1988-1989,,,,,
Wheat,Jessore,110000,91245,,1988-1989,,,,,
Wheat,Khagrachari,0,0,,1988-1989,,,,,
Wheat,Khulna,8620,7330,,1988-1989,,,,,
Wheat,Kishoregonj,27720,21470,,1988-1989,,,,,
Wheat,Kustia,107700,96195,,1988-1989,,,,,
Wheat,Mymensingh,27950,20705,,1988-1989,,,,,
Wheat,Noakhali,2070,1250,,1988-1989,,,,,
Wheat,Pabna,128270,73295,,1988-1989,,,,,
Wheat,Patuakhali,330,215,,1988-1989,,,,,
Wheat,Rajshahi,115260,87160,,1988-1989,,,,,
Wheat,Rangamati,0,0,,1988-1989,,,,,
Wheat,Rangpur,173105,133315,,1988-1989,,,,,
Wheat,Sylhet,15540,11195,,1988-1989,,,,,
Wheat,Tangail,51620,37030,,1988-1989,,,,,
Wheat,Bandarban,0,0,,1989-1990,,,,,
Wheat,Barisal,16830,8670,,1989-1990,,,,,
Wheat,Bogra,50110,38560,,1989-1990,,,,,
Wheat,Chittagonj,40,30,,1989-1990,,,,,
Wheat,Comilla,156300,86850,,1989-1990,,,,,
Wheat,Dhaka,79510,48360,,1989-1990,,,,,
Wheat,Dinajpur,187310,134440,,1989-1990,,,,,
Wheat,Faridpur,121380,57000,,1989-1990,,,,,
Wheat,Jamalpur,53150,33650,,1989-1990,,,,,
Wheat,Jessore,113280,66250,,1989-1990,,,,,
Wheat,Khagrachari,0,0,,1989-1990,,,,,
Wheat,Khulna,9080,6460,,1989-1990,,,,,
Wheat,Kishoregonj,26070,16800,,1989-1990,,,,,
Wheat,Kustia,114160,67530,,1989-1990,,,,,
Wheat,Mymensingh,29680,18960,,1989-1990,,,,,
Wheat,Noakhali,3850,1890,,1989-1990,,,,,
Wheat,Pabna,148260,68780,,1989-1990,,,,,
Wheat,Patuakhali,290,120,,1989-1990,,,,,
Wheat,Rajshahi,119770,78540,,1989-1990,,,,,
Wheat,Rangamati,0,0,,1989-1990,,,,,
Wheat,Rangpur,162160,116940,,1989-1990,,,,,
Wheat,Sylhet,16930,8480,,1989-1990,,,,,
Wheat,Tangail,54900,31690,,1989-1990,,,,,
Wheat,Bandarban,0,0,,1990-1991,,,,,
Wheat,Barisal,9850,4790,,1990-1991,,,,,
Wheat,Bogra,51470,40670,,1990-1991,,,,,
Wheat,Chittagonj,0,0,,1990-1991,,,,,
Wheat,Comilla,136430,81130,,1990-1991,,,,,
Wheat,Dhaka,79530,50230,,1990-1991,,,,,
Wheat,Dinajpur,206970,156600,,1990-1991,,,,,
Wheat,Faridpur,112820,67550,,1990-1991,,,,,
Wheat,Jamalpur,57450,39270,,1990-1991,,,,,
Wheat,Jessore,106010,74230,,1990-1991,,,,,
Wheat,Khagrachari,0,0,,1990-1991,,,,,
Wheat,Khulna,7760,5070,,1990-1991,,,,,
Wheat,Kishoregonj,26510,17470,,1990-1991,,,,,
Wheat,Kustia,111310,72380,,1990-1991,,,,,
Wheat,Mymensingh,30600,20300,,1990-1991,,,,,
Wheat,Noakhali,810,210,,1990-1991,,,,,
Wheat,Pabna,175500,118640,,1990-1991,,,,,
Wheat,Patuakhali,540,240,,1990-1991,,,,,
Wheat,Rajshahi,125510,92290,,1990-1991,,,,,
Wheat,Rangamati,10,0,,1990-1991,,,,,
Wheat,Rangpur,172440,122490,,1990-1991,,,,,
Wheat,Sylhet,21070,12140,,1990-1991,,,,,
Wheat,Tangail,47460,28590,,1990-1991,,,,,
Wheat,Bandarban,15,10,,1991-1992,,,,,
Wheat,Barisal,8860,4660,,1991-1992,,,,,
Wheat,Bogra,39930,33700,,1991-1992,,,,,
Wheat,Chittagonj,15,10,,1991-1992,,,,,
Wheat,Comilla,103040,76730,,1991-1992,,,,,
Wheat,Dhaka,76450,61290,,1991-1992,,,,,
Wheat,Dinajpur,184920,146390,,1991-1992,,,,,
Wheat,Faridpur,110100,72980,,1991-1992,,,,,
Wheat,Jamalpur,57910,42060,,1991-1992,,,,,
Wheat,Jessore,103040,75490,,1991-1992,,,,,
Wheat,Khagrachari,0,0,,1991-1992,,,,,
Wheat,Khulna,8110,5740,,1991-1992,,,,,
Wheat,Kishoregonj,31440,23940,,1991-1992,,,,,
Wheat,Kustia,113200,80530,,1991-1992,,,,,
Wheat,Mymensingh,25290,19390,,1991-1992,,,,,
Wheat,Noakhali,1080,410,,1991-1992,,,,,
Wheat,Pabna,184190,137770,,1991-1992,,,,,
Wheat,Patuakhali,190,80,,1991-1992,,,,,
Wheat,Rajshahi,142500,104670,,1991-1992,,,,,
Wheat,Rangamati,40,10,,1991-1992,,,,,
Wheat,Rangpur,163940,134690,,1991-1992,,,,,
Wheat,Sylhet,18560,10840,,1991-1992,,,,,
Wheat,Tangail,47170,33660,,1991-1992,,,,,
Wheat,Bandarban,120,70,,1992-1993,,,,,
Wheat,Barisal,11450,8380,,1992-1993,,,,,
Wheat,Bogra,39590,35390,,1992-1993,,,,,
Wheat,Chittagonj,30,10,,1992-1993,,,,,
Wheat,Comilla,108410,85210,,1992-1993,,,,,
Wheat,Dhaka,79740,57410,,1992-1993,,,,,
Wheat,Dinajpur,230760,171450,,1992-1993,,,,,
Wheat,Faridpur,112350,664380,,1992-1993,,,,,
Wheat,Jamalpur,69420,51160,,1992-1993,,,,,
Wheat,Jessore,122510,98250,,1992-1993,,,,,
Wheat,Khagrachari,10,10,,1992-1993,,,,,
Wheat,Khulna,4410,3640,,1992-1993,,,,,
Wheat,Kishoregonj,33650,25000,,1992-1993,,,,,
Wheat,Kustia,121100,117590,,1992-1993,,,,,
Wheat,Mymensingh,33010,23600,,1992-1993,,,,,
Wheat,Noakhali,2240,1070,,1992-1993,,,,,
Wheat,Pabna,204580,139110,,1992-1993,,,,,
Wheat,Patuakhali,760,220,,1992-1993,,,,,
Wheat,Rajshahi,149520,124400,,1992-1993,,,,,
Wheat,Rangamati,70,60,,1992-1993,,,,,
Wheat,Rangpur,177730,112860,,1992-1993,,,,,
Wheat,Sylhet,19580,14470,,1992-1993,,,,,
Wheat,Tangail,52890,41890,,1992-1993,,,,,
Wheat,Bandarban,0,0,,1993-1994,,,,,
Wheat,Barisal,12430,8620,,1993-1994,,,,,
Wheat,Bogra,41150,36830,,1993-1994,,,,,
Wheat,Chittagonj,40,20,,1993-1994,,,,,
Wheat,Comilla,112450,92250,,1993-1994,,,,,
Wheat,Dhaka,77320,57660,,1993-1994,,,,,
Wheat,Dinajpur,213690,152900,,1993-1994,,,,,
Wheat,Faridpur,94180,71850,,1993-1994,,,,,
Wheat,Jamalpur,63340,45340,,1993-1994,,,,,
Wheat,Jessore,125000,95500,,1993-1994,,,,,
Wheat,Khagrachari,0,0,,1993-1994,,,,,
Wheat,Khulna,6650,6260,,1993-1994,,,,,
Wheat,Kishoregonj,34450,24650,,1993-1994,,,,,
Wheat,Kustia,113260,98710,,1993-1994,,,,,
Wheat,Mymensingh,31800,22250,,1993-1994,,,,,
Wheat,Noakhali,3090,2130,,1993-1994,,,,,
Wheat,Pabna,198610,133510,,1993-1994,,,,,
Wheat,Patuakhali,1250,610,,1993-1994,,,,,
Wheat,Rajshahi,150310,119220,,1993-1994,,,,,
Wheat,Rangamati,210,180,,1993-1994,,,,,
Wheat,Rangpur,163420,109060,,1993-1994,,,,,
Wheat,Sylhet,18610,10900,,1993-1994,,,,,
Wheat,Tangail,58860,42600,,1993-1994,,,,,
Wheat,Bandarban,0,0,,1994-1995,,,,,
Wheat,Barisal,14900,11140,,1994-1995,,,,,
Wheat,Bogra,400990,39670,,1994-1995,,,,,
Wheat,Chittagonj,140,70,,1994-1995,,,,,
Wheat,Comilla,110500,103900,,1994-1995,,,,,
Wheat,Dhaka,80430,59920,,1994-1995,,,,,
Wheat,Dinajpur,221290,158840,,1994-1995,,,,,
Wheat,Faridpur,102500,69060,,1994-1995,,,,,
Wheat,Jamalpur,65180,51870,,1994-1995,,,,,
Wheat,Jessore,148550,133520,,1994-1995,,,,,
Wheat,Khagrachari,0,0,,1994-1995,,,,,
Wheat,Khulna,8110,7360,,1994-1995,,,,,
Wheat,Kishoregonj,32910,23320,,1994-1995,,,,,
Wheat,Kustia,117410,104130,,1994-1995,,,,,
Wheat,Mymensingh,29340,19770,,1994-1995,,,,,
Wheat,Noakhali,4750,2790,,1994-1995,,,,,
Wheat,Pabna,210980,144590,,1994-1995,,,,,
Wheat,Patuakhali,5,3,,1994-1995,,,,,
Wheat,Rajshahi,151210,122480,,1994-1995,,,,,
Wheat,Rangamati,150,130,,1994-1995,,,,,
Wheat,Rangpur,166620,136830,,1994-1995,,,,,
Wheat,Sylhet,19180,12980,,1994-1995,,,,,
Wheat,Tangail,54890,42620,,1994-1995,,,,,
Wheat,Bandarban,0,0,,1995-1996,,,,,
Wheat,Barisal,14380,10150,,1995-1996,,,,,
Wheat,Bogra,48700,46860,,1995-1996,,,,,
Wheat,Chittagonj,260,130,,1995-1996,,,,,
Wheat,Comilla,115590,104110,,1995-1996,,,,,
Wheat,Dhaka,84420,69240,,1995-1996,,,,,
Wheat,Dinajpur,230650,168750,,1995-1996,,,,,
Wheat,Faridpur,124690,89640,,1995-1996,,,,,
Wheat,Jamalpur,68810,52450,,1995-1996,,,,,
Wheat,Jessore,161840,141540,,1995-1996,,,,,
Wheat,Khagrachari,0,0,,1995-1996,,,,,
Wheat,Khulna,12460,10970,,1995-1996,,,,,
Wheat,Kishoregonj,35700,26460,,1995-1996,,,,,
Wheat,Kustia,124770,107540,,1995-1996,,,,,
Wheat,Mymensingh,35740,24490,,1995-1996,,,,,
Wheat,Noakhali,1320,700,,1995-1996,,,,,
Wheat,Pabna,237860,162300,,1995-1996,,,,,
Wheat,Patuakhali,5,3,,1995-1996,,,,,
Wheat,Rajshahi,180590,154100,,1995-1996,,,,,
Wheat,Rangamati,20,20,,1995-1996,,,,,
Wheat,Rangpur,180560,145920,,1995-1996,,,,,
Wheat,Sylhet,9870,7040,,1995-1996,,,,,
Wheat,Tangail,61200,46720,,1995-1996,,,,,
Wheat,Bandarban,0,0,,1996-1997,,,,,
Wheat,Barisal,15570,11290,,1996-1997,,,,,
Wheat,Bogra,52830,50920,,1996-1997,,,,,
Wheat,Chittagonj,325,160,,1996-1997,,,,,
Wheat,Comilla,119670,105780,,1996-1997,,,,,
Wheat,Dhaka,89640,71440,,1996-1997,,,,,
Wheat,Dinajpur,247920,197850,,1996-1997,,,,,
Wheat,Faridpur,132660,101610,,1996-1997,,,,,
Wheat,Jamalpur,70890,55670,,1996-1997,,,,,
Wheat,Jessore,148040,134780,,1996-1997,,,,,
Wheat,Khagrachari,0,0,,1996-1997,,,,,
Wheat,Khulna,7590,6770,,1996-1997,,,,,
Wheat,Kishoregonj,35840,27960,,1996-1997,,,,,
Wheat,Kustia,127250,117700,,1996-1997,,,,,
Wheat,Mymensingh,27690,17990,,1996-1997,,,,,
Wheat,Noakhali,1410,850,,1996-1997,,,,,
Wheat,Pabna,244210,192250,,1996-1997,,,,,
Wheat,Patuakhali,0,0,,1996-1997,,,,,
Wheat,Rajshahi,178450,152540,,1996-1997,,,,,
Wheat,Rangamati,15,10,,1996-1997,,,,,
Wheat,Rangpur,182460,157800,,1996-1997,,,,,
Wheat,Sylhet,4400,2820,,1996-1997,,,,,
Wheat,Tangail,6220,47910,,1996-1997,,,,,
Wheat,Bandarban,0,0,,1997-1998,,,,,
Wheat,Barisal,16790,12200,,1997-1998,,,,,
Wheat,Bogra,56770,55120,,1997-1998,,,,,
Wheat,Chittagonj,350,220,,1997-1998,,,,,
Wheat,Comilla,133090,119970,,1997-1998,,,,,
Wheat,Dhaka,97810,84850,,1997-1998,,,,,
Wheat,Dinajpur,310560,293870,,1997-1998,,,,,
Wheat,Faridpur,141040,118820,,1997-1998,,,,,
Wheat,Jamalpur,80720,74060,,1997-1998,,,,,
Wheat,Jessore,165600,155150,,1997-1998,,,,,
Wheat,Khagrachari,12,5,,1997-1998,,,,,
Wheat,Khulna,8360,7540,,1997-1998,,,,,
Wheat,Kishoregonj,40270,33130,,1997-1998,,,,,
Wheat,Kustia,143020,134260,,1997-1998,,,,,
Wheat,Mymensingh,33450,25100,,1997-1998,,,,,
Wheat,Noakhali,1810,1240,,1997-1998,,,,,
Wheat,Pabna,253420,227880,,1997-1998,,,,,
Wheat,Patuakhali,2,1,,1997-1998,,,,,
Wheat,Rajshahi,200800,183640,,1997-1998,,,,,
Wheat,Rangamati,16,10,,1997-1998,,,,,
Wheat,Rangpur,228340,215210,,1997-1998,,,,,
Wheat,Sylhet,5070,3620,,1997-1998,,,,,
Wheat,Tangail,71120,56920,,1997-1998,,,,,
Wheat,Bandarban,0,0,,1998-1999,,,,,
Wheat,Barisal,27420,17750,,1998-1999,,,,,
Wheat,Bogra,57420,54030,,1998-1999,,,,,
Wheat,Chittagonj,370,230,,1998-1999,,,,,
Wheat,Comilla,149290,126000,,1998-1999,,,,,
Wheat,Dhaka,105630,88080,,1998-1999,,,,,
Wheat,Dinajpur,345170,316180,,1998-1999,,,,,
Wheat,Faridpur,153260,123860,,1998-1999,,,,,
Wheat,Jamalpur,93630,80170,,1998-1999,,,,,
Wheat,Jessore,164060,152240,,1998-1999,,,,,
Wheat,Khagrachari,10,5,,1998-1999,,,,,
Wheat,Khulna,9390,8410,,1998-1999,,,,,
Wheat,Kishoregonj,46570,37320,,1998-1999,,,,,
Wheat,Kustia,148720,140500,,1998-1999,,,,,
Wheat,Mymensingh,35630,26270,,1998-1999,,,,,
Wheat,Noakhali,3100,2140,,1998-1999,,,,,
Wheat,Pabna,260820,230150,,1998-1999,,,,,
Wheat,Patuakhali,60,40,,1998-1999,,,,,
Wheat,Rajshahi,217610,187070,,1998-1999,,,,,
Wheat,Rangamati,20,20,,1998-1999,,,,,
Wheat,Rangpur,273260,249900,,1998-1999,,,,,
Wheat,Sylhet,5600,4030,,1998-1999,,,,,
Wheat,Tangail,82600,64040,,1998-1999,,,,,
Wheat,Bandarban,0,0,,1999-2000,,,,,
Wheat,Barisal,27840,19220,,1999-2000,,,,,
Wheat,Bogra,57500,56490,,1999-2000,,,,,
Wheat,Chittagonj,200,90,,1999-2000,,,,,
Wheat,Comilla,121970,99860,,1999-2000,,,,,
Wheat,Dhaka,102700,82530,,1999-2000,,,,,
Wheat,Dinajpur,364160,351820,,1999-2000,,,,,
Wheat,Faridpur,151430,118930,,1999-2000,,,,,
Wheat,Jamalpur,84170,66960,,1999-2000,,,,,
Wheat,Jessore,148520,136810,,1999-2000,,,,,
Wheat,Khagrachari,30,10,,1999-2000,,,,,
Wheat,Khulna,5690,5360,,1999-2000,,,,,
Wheat,Kishoregonj,41480,32030,,1999-2000,,,,,
Wheat,Kustia,110890,108810,,1999-2000,,,,,
Wheat,Mymensingh,31090,22610,,1999-2000,,,,,
Wheat,Noakhali,4000,1820,,1999-2000,,,,,
Wheat,Pabna,240260,219350,,1999-2000,,,,,
Wheat,Patuakhali,20,10,,1999-2000,,,,,
Wheat,Rajshahi,241260,227570,,1999-2000,,,,,
Wheat,Rangamati,10,10,,1999-2000,,,,,
Wheat,Rangpur,240870,229260,,1999-2000,,,,,
Wheat,Sylhet,4470,3640,,1999-2000,,,,,
Wheat,Tangail,78390,56790,,1999-2000,,,,,
Wheat,Bandarban,0,0,,2000-2001,,,,,
Wheat,Barisal,27910,20720,,2000-2001,,,,,
Wheat,Bogra,43480,39000,,2000-2001,,,,,
Wheat,Chittagonj,150,60,,2000-2001,,,,,
