Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Amon,Pabna,416760,321200,,2000-01,,,,,
Amon,Rajshahi,971600,853070,,2000-01,,,,,
Amon,Rangpur,1430750,1221120,,2000-01,,,,,
Amon,Bandarban,20520,22320,,2001-02,,,,,
Amon,Chittagong,647120,676750,,2001-02,,,,,
Amon,Comilla,743070,610400,,2001-02,,,,,
Amon,Khagrachari,43770,41690,,2001-02,,,,,
Amon,Noakhali,686420,513710,,2001-02,,,,,
Amon,Rangamati,25140,29170,,2001-02,,,,,
Amon,Sylhet,969430,745360,,2001-02,,,,,
Amon,Dhaka,502040,383320,,2001-02,,,,,
Amon,Faridpur,579080,323150,,2001-02,,,,,
Amon,Jamalpur,425200,314180,,2001-02,,,,,
Amon,Kishoregonj,482630,388850,,2001-02,,,,,
Amon,Mymensingh,657900,494600,,2001-02,,,,,
Amon,Tangail,352170,248640,,2001-02,,,,,
Amon,Barisal,938790,581460,,2001-02,,,,,
Amon,Jessore,658140,616810,,2001-02,,,,,
Amon,Khulna,873040,691480,,2001-02,,,,,
Amon,Kushtia,261910,227390,,2001-02,,,,,
Amon,Patuakhali,809750,524420,,2001-02,,,,,
Amon,Bogra,565080,460340,,2001-02,,,,,
Amon,Dinajpur,951700,669420,,2001-02,,,,,
Amon,Pabna,417320,280170,,2001-02,,,,,
Amon,Rajshahi,959560,805310,,2001-02,,,,,
Amon,Rangpur,1385080,1077250,,2001-02,,,,,
Amon,Bandarban,19560,21440,,2002-03,,,,,
Amon,Chittagong,657900,681580,,2002-03,,,,,
Amon,Comilla,766880,642850,,2002-03,,,,,
Amon,Khagrachari,48570,47080,,2002-03,,,,,
Amon,Noakhali,697270,552520,,2002-03,,,,,
Amon,Rangamati,25570,29960,,2002-03,,,,,
Amon,Sylhet,1006000,800970,,2002-03,,,,,
Amon,Dhaka,473940,371430,,2002-03,,,,,
Amon,Faridpur,539340,284220,,2002-03,,,,,
Amon,Jamalpur,435480,329990,,2002-03,,,,,
Amon,Kishoregonj,452480,391800,,2002-03,,,,,
Amon,Mymensingh,646390,480370,,2002-03,,,,,
Amon,Tangail,371780,273880,,2002-03,,,,,
Amon,Barisal,903560,623030,,2002-03,,,,,
Amon,Jessore,660070,649750,,2002-03,,,,,
Amon,Khulna,930330,775420,,2002-03,,,,,
Amon,Kushtia,269620,243820,,2002-03,,,,,
Amon,Patuakhali,790100,476420,,2002-03,,,,,
Amon,Bogra,573460,478730,,2002-03,,,,,
Amon,Dinajpur,964890,666910,,2002-03,,,,,
Amon,Pabna,425880,302180,,2002-03,,,,,
Amon,Rajshahi,939810,818810,,2002-03,,,,,
Amon,Rangpur,1442120,1171790,,2002-03,,,,,
Amon,Bandarban,19330,21480,,2003-04,,,,,
Amon,Chittagong,656800,697760,,2003-04,,,,,
Amon,Comilla,657020,544970,,2003-04,,,,,
Amon,Khagrachari,56760,63740,,2003-04,,,,,
Amon,Noakhali,706710,551230,,2003-04,,,,,
Amon,Rangamati,25680,30400,,2003-04,,,,,
Amon,Sylhet,1006540,848410,,2003-04,,,,,
Amon,Dhaka,464760,401450,,2003-04,,,,,
Amon,Faridpur,588460,343150,,2003-04,,,,,
Amon,Jamalpur,433780,339530,,2003-04,,,,,
Amon,Kishoregonj,449510,397920,,2003-04,,,,,
Amon,Mymensingh,674340,554420,,2003-04,,,,,
Amon,Tangail,371510,265800,,2003-04,,,,,
Amon,Barisal,889450,596650,,2003-04,,,,,
Amon,Jessore,705500,787060,,2003-04,,,,,
Amon,Khulna,871660,720670,,2003-04,,,,,
Amon,Kushtia,271800,263440,,2003-04,,,,,
Amon,Patuakhali,877580,536560,,2003-04,,,,,
Amon,Bogra,577410,508170,,2003-04,,,,,
Amon,Dinajpur,964550,725330,,2003-04,,,,,
Amon,Pabna,434580,321630,,2003-04,,,,,
Amon,Rajshahi,929050,791080,,2003-04,,,,,
Amon,Rangpur,1397180,1209740,,2003-04,,,,,
Amon,Bandarban,19360,21847,,2004-05,,,,,
Amon,Chittagong,644083,665129,,2004-05,,,,,
Amon,Comilla,463834,330405,,2004-05,,,,,
Amon,Khagrachari,49352,54472,,2004-05,,,,,
Amon,Noakhali,629025,359728,,2004-05,,,,,
Amon,Rangamati,25665,29862,,2004-05,,,,,
Amon,Sylhet,862036,675563,,2004-05,,,,,
Amon,Dhaka,444055,290585,,2004-05,,,,,
Amon,Faridpur,496334,221808,,2004-05,,,,,
Amon,Jamalpur,396235,294303,,2004-05,,,,,
Amon,Kishoregonj,420215,340008,,2004-05,,,,,
Amon,Mymensingh,648873,500915,,2004-05,,,,,
Amon,Tangail,318251,217327,,2004-05,,,,,
Amon,Barisal,825445,440382,,2004-05,,,,,
Amon,Jessore,649053,618543,,2004-05,,,,,
Amon,Khulna,796220,651199,,2004-05,,,,,
Amon,Kushtia,263785,237924,,2004-05,,,,,
Amon,Patuakhali,854942,539576,,2004-05,,,,,
Amon,Bogra,555775,464718,,2004-05,,,,,
Amon,Dinajpur,987329,718648,,2004-05,,,,,
Amon,Pabna,408199,281777,,2004-05,,,,,
Amon,Rajshahi,919506,803978,,2004-05,,,,,
Amon,Rangpur,1369640,1060920,,2004-05,,,,,
Amon,Bandarban,18295,18693,,2005-06,,,,,
Amon,Chittagong,632647,643804,,2005-06,,,,,
Amon,Comilla,548692,410652,,2005-06,,,,,
Amon,Khagrachari,57594,61935,,2005-06,,,,,
Amon,Noakhali,650719,493400,,2005-06,,,,,
Amon,Rangamati,25377,24791,,2005-06,,,,,
Amon,Sylhet,951905,785891,,2005-06,,,,,
Amon,Dhaka,430452,310173,,2005-06,,,,,
Amon,Faridpur,467313,267363,,2005-06,,,,,
Amon,Jamalpur,426002,348894,,2005-06,,,,,
Amon,Kishoregonj,442954,380281,,2005-06,,,,,
Amon,Mymensingh,649799,508732,,2005-06,,,,,
Amon,Tangail,340212,234815,,2005-06,,,,,
Amon,Barisal,874905,563456,,2005-06,,,,,
Amon,Jessore,762871,757824,,2005-06,,,,,
Amon,Khulna,800537,666957,,2005-06,,,,,
Amon,Kushtia,294426,243711,,2005-06,,,,,
Amon,Patuakhali,781416,503749,,2005-06,,,,,
Amon,Bogra,540972,458407,,2005-06,,,,,
Amon,Dinajpur,1008173,823558,,2005-06,,,,,
Amon,Pabna,406159,294852,,2005-06,,,,,
Amon,Rajshahi,959866,892830,,2005-06,,,,,
Amon,Rangpur,1344335,1115308,,2005-06,,,,,
Amon,Bandarban,18390,18911,,2006-07,,,,,
Amon,Chittagong,459145,456501,,2006-07,,,,,
Amon,Cox's Bazar,174520,188959,,2006-07,,,,,
Amon,Comilla,361495,276646,,2006-07,,,,,
Amon,Chandpur,117990,77183,,2006-07,,,,,
Amon,Brahmanbaria,93380,69035,,2006-07,,,,,
Amon,Khagrachari,58020,58698,,2006-07,,,,,
Amon,Noakhali,278360,188034,,2006-07,,,,,
Amon,Lakshmipur,174680,118629,,2006-07,,,,,
Amon,Feni,144220,145924,,2006-07,,,,,
Amon,Rangamati,22705,22788,,2006-07,,,,,
Amon,Sylhet,314240,259281,,2006-07,,,,,
Amon,Maulavibazar,268620,259350,,2006-07,,,,,
Amon,Sunamgonj,180305,145208,,2006-07,,,,,
Amon,Hobigonj,215860,168812,,2006-07,,,,,
Amon,Dhaka,44170,25042,,2006-07,,,,,
Amon,Gazipur,94180,82692,,2006-07,,,,,
Amon,Manikgonj,78085,26581,,2006-07,,,,,
Amon,Munshigonj,40345,14020,,2006-07,,,,,
Amon,Narayangonj,32585,16218,,2006-07,,,,,
Amon,Narsingdi,111355,97603,,2006-07,,,,,
Amon,Faridpur,125510,79694,,2006-07,,,,,
Amon,Rajbari,106490,80138,,2006-07,,,,,
Amon,Madaripur,94770,47088,,2006-07,,,,,
Amon,Gopalgonj,78755,26925,,2006-07,,,,,
Amon,Shariatpur,61550,31625,,2006-07,,,,,
Amon,Jamalpur,226670,208401,,2006-07,,,,,
Amon,Sherpur,211255,171062,,2006-07,,,,,
Amon,Kishoregonj,157635,147209,,2006-07,,,,,
Amon,Netrokona,328510,281701,,2006-07,,,,,
Amon,Mymenshing,648855,494337,,2006-07,,,,,
Amon,Tangail,329200,258364,,2006-07,,,,,
Amon,Barisal,274950,173703,,2006-07,,,,,
Amon,Jhalakathi,105950,58658,,2006-07,,,,,
Amon,Perojpur,181190,96163,,2006-07,,,,,
Amon,Bhola,314580,198124,,2006-07,,,,,
Amon,Patuakhali,459925,283360,,2006-07,,,,,
Amon,Barguna,229090,155619,,2006-07,,,,,
Amon,Jessore,330570,332764,,2006-07,,,,,
Amon,Jhenaidah,208085,181991,,2006-07,,,,,
Amon,Magura,107615,95165,,2006-07,,,,,
Amon,Narail,138650,95658,,2006-07,,,,,
Amon,Khulna,274505,220009,,2006-07,,,,,
Amon,Bagerhat,268990,195978,,2006-07,,,,,
Amon,Satkhira,245990,257794,,2006-07,,,,,
Amon,Khustia,156720,142393,,2006-07,,,,,
Amon,Chuadanga,89290,76724,,2006-07,,,,,
Amon,Meherpur,60855,56828,,2006-07,,,,,
Amon,Bogra,421930,372447,,2006-07,,,,,
Amon,Joypurhat,167455,154873,,2006-07,,,,,
Amon,Pabna,254545,174745,,2006-07,,,,,
Amon,Sirajgonj,157620,109539,,2006-07,,,,,
Amon,Rajshahi,169020,147656,,2006-07,,,,,
Amon,Noagaon,488895,472186,,2006-07,,,,,
Amon,Natore,158810,109097,,2006-07,,,,,
Amon,Nawabgonj,120533,121182,,2006-07,,,,,
Amon,Dinajpur,568075,469396,,2006-07,,,,,
Amon,Thakurgaon,238560,201937,,2006-07,,,,,
Amon,Panchagar,203020,145918,,2006-07,,,,,
Amon,Rangpur,349160,330083,,2006-07,,,,,
Amon,Gaibandha,277915,236034,,2006-07,,,,,
Amon,Kurigram,258100,213481,,2006-07,,,,,
Amon,Nilphamari,257115,243999,,2006-07,,,,,
Amon,Lalmonirhat,192215,174705,,2006-07,,,,,
Amon,Bandarban,20090,21099,,2007-08,,,,,
Amon,Chittagong,450770,440316,,2007-08,,,,,
Amon,Cox's Bazar,161305,174746,,2007-08,,,,,
Amon,Comilla,366095,279798,,2007-08,,,,,
Amon,Chandpur,84070,42389,,2007-08,,,,,
Amon,Brahmanbaria,114060,72203,,2007-08,,,,,
Amon,Khagrachari,71655,61395,,2007-08,,,,,
Amon,Noakhali,248240,125346,,2007-08,,,,,
Amon,Lakshmipur,158670,96891,,2007-08,,,,,
Amon,Feni,107910,104925,,2007-08,,,,,
Amon,Rangamati,18030,16982,,2007-08,,,,,
Amon,Sylhet,239100,184106,,2007-08,,,,,
Amon,Maulavibazar,224385,220055,,2007-08,,,,,
Amon,Sunamgonj,100435,72429,,2007-08,,,,,
Amon,Hobigonj,213335,166051,,2007-08,,,,,
Amon,Dhaka,18330,9691,,2007-08,,,,,
Amon,Gazipur,98380,93956,,2007-08,,,,,
Amon,Manikgonj,21590,8389,,2007-08,,,,,
Amon,Munshigonj,43110,13179,,2007-08,,,,,
Amon,Narayangonj,32480,14485,,2007-08,,,,,
Amon,Narsingdi,106905,93958,,2007-08,,,,,
Amon,Faridpur,71050,38652,,2007-08,,,,,
Amon,Rajbari,91260,80219,,2007-08,,,,,
Amon,Madaripur,61265,24551,,2007-08,,,,,
Amon,Gopalgonj,46205,15537,,2007-08,,,,,
Amon,Shariatpur,24645,8612,,2007-08,,,,,
Amon,Jamalpur,213305,152138,,2007-08,,,,,
Amon,Sherpur,187975,103787,,2007-08,,,,,
Amon,Kishoregonj,156400,114327,,2007-08,,,,,
Amon,Netrokona,274830,221270,,2007-08,,,,,
Amon,Mymenshing,624870,491413,,2007-08,,,,,
Amon,Tangail,245975,170918,,2007-08,,,,,
Amon,Barisal,285105,126893,,2007-08,,,,,
Amon,Jhalakathi,109550,58609,,2007-08,,,,,
Amon,Perojpur,189835,92791,,2007-08,,,,,
Amon,Bhola,352435,199749,,2007-08,,,,,
Amon,Jessore,339730,354555,,2007-08,,,,,
Amon,Jhenaidah,223760,217045,,2007-08,,,,,
Amon,Magura,97315,91782,,2007-08,,,,,
Amon,Narail,102995,73287,,2007-08,,,,,
Amon,Khulna,267735,192869,,2007-08,,,,,
Amon,Bagerhat,260955,136305,,2007-08,,,,,
Amon,Satkhira,243320,227075,,2007-08,,,,,
Amon,Khustia,165940,159027,,2007-08,,,,,
Amon,Chuadanga,87165,86416,,2007-08,,,,,
Amon,Meherpur,60425,58166,,2007-08,,,,,
Amon,Patuakhali,475465,195319,,2007-08,,,,,
Amon,Barguna,230500,92927,,2007-08,,,,,
Amon,Bogra,411435,365945,,2007-08,,,,,
Amon,Joypurhat,168010,157607,,2007-08,,,,,
Amon,Dinajpur,579720,553907,,2007-08,,,,,
Amon,Thakurgaon,244380,246464,,2007-08,,,,,
Amon,Panchagar,211535,165041,,2007-08,,,,,
Amon,Pabna,249660,191689,,2007-08,,,,,
Amon,Sirajgonj,58595,31250,,2007-08,,,,,
Amon,Rajshahi,170430,177145,,2007-08,,,,,
Amon,Noagaon,465045,484522,,2007-08,,,,,
Amon,Natore,148330,114185,,2007-08,,,,,
Amon,Nawabgonj,120010,140405,,2007-08,,,,,
Amon,Rangpur,333875,265742,,2007-08,,,,,
Amon,Gaibandha,252360,190058,,2007-08,,,,,
Amon,Kurigram,224155,151496,,2007-08,,,,,
Amon,Nilphamari,265395,189411,,2007-08,,,,,
Amon,Lalmonirhat,181890,140696,,2007-08,,,,,
Amon,Bandarban,20645,22353,,2008-09,,,,,
Amon,Chittagong,474045,469112,,2008-09,,,,,
Amon,Cox's Bazar,176510,212418,,2008-09,,,,,
Amon,Comilla,382070,327417,,2008-09,,,,,
Amon,Chandpur,118510,79282,,2008-09,,,,,
Amon,Brahmanbaria,170345,135606,,2008-09,,,,,
Amon,Khagrachari,72520,75935,,2008-09,,,,,
Amon,Noakhali,279060,193174,,2008-09,,,,,
Amon,Lakshmipur,159910,109125,,2008-09,,,,,
Amon,Feni,127440,125732,,2008-09,,,,,
Amon,Rangamati,24075,22333,,2008-09,,,,,
Amon,Sylhet,329120,293659,,2008-09,,,,,
Amon,Maulavibazar,238705,241094,,2008-09,,,,,
Amon,Sunamgonj,134080,107731,,2008-09,,,,,
Amon,Hobigonj,236220,207643,,2008-09,,,,,
Amon,Dhaka,39990,28872,,2008-09,,,,,
Amon,Gazipur,104535,105450,,2008-09,,,,,
Amon,Manikgonj,32095,14175,,2008-09,,,,,
Amon,Munshigonj,44400,16010,,2008-09,,,,,
Amon,Narayangonj,33280,14048,,2008-09,,,,,
Amon,Narsingdi,107755,89811,,2008-09,,,,,
Amon,Faridpur,127510,96689,,2008-09,,,,,
Amon,Rajbari,115355,93608,,2008-09,,,,,
Amon,Madaripur,69030,35699,,2008-09,,,,,
Amon,Gopalgonj,70375,37598,,2008-09,,,,,
Amon,Shariatpur,40020,19148,,2008-09,,,,,
Amon,Jamalpur,228285,198646,,2008-09,,,,,
Amon,Sherpur,212145,163830,,2008-09,,,,,
Amon,Kishoregonj,167310,133432,,2008-09,,,,,
Amon,Netrokona,270870,239694,,2008-09,,,,,
Amon,Mymenshing,647445,550642,,2008-09,,,,,
Amon,Tangail,317530,232731,,2008-09,,,,,
Amon,Barisal,312325,234919,,2008-09,,,,,
Amon,Jhalakathi,112020,72490,,2008-09,,,,,
Amon,Perojpur,171040,108860,,2008-09,,,,,
Amon,Bhola,406840,299196,,2008-09,,,,,
Amon,Jessore,349635,346735,,2008-09,,,,,
Amon,Jhenaidah,235315,220448,,2008-09,,,,,
Amon,Magura,128400,116237,,2008-09,,,,,
Amon,Narail,111705,85788,,2008-09,,,,,
Amon,Khulna,264390,212203,,2008-09,,,,,
Amon,Bagerhat,261570,173540,,2008-09,,,,,
Amon,Satkhira,272105,287569,,2008-09,,,,,
Amon,Khustia,192000,183231,,2008-09,,,,,
Amon,Chuadanga,97585,94440,,2008-09,,,,,
Amon,Meherpur,65510,58714,,2008-09,,,,,
Amon,Patuakhali,490345,267998,,2008-09,,,,,
Amon,Barguna,236700,139574,,2008-09,,,,,
Amon,Bogra,443735,386283,,2008-09,,,,,
Amon,Joypurhat,168045,159470,,2008-09,,,,,
Amon,Dinajpur,604585,602007,,2008-09,,,,,
Amon,Thakurgaon,258005,251886,,2008-09,,,,,
Amon,Panchagar,216200,185595,,2008-09,,,,,
Amon,Pabna,213795,166484,,2008-09,,,,,
Amon,Sirajgonj,167760,132163,,2008-09,,,,,
Amon,Rajshahi,171015,179016,,2008-09,,,,,
Amon,Noagaon,461780,481074,,2008-09,,,,,
Amon,Natore,169640,148921,,2008-09,,,,,
Amon,Nawabgonj,123320,135941,,2008-09,,,,,
Amon,Rangpur,348050,320885,,2008-09,,,,,
Amon,Gaibandha,266350,243014,,2008-09,,,,,
Amon,Kurigram,240210,194546,,2008-09,,,,,
Amon,Nilphamari,265440,263782,,2008-09,,,,,
Amon,Lalmonirhat,188025,167463,,2008-09,,,,,
Amon,Bandarban,20793,22669,,2009-10,,,,,
Amon,Chittagong,469442,489931,,2009-10,,,,,
Amon,Cox's Bazar,181152,224699,,2009-10,,,,,
Amon,Comilla,368455,341627,,2009-10,,,,,
Amon,Chandpur,129394,99443,,2009-10,,,,,
Amon,Brahmanbaria,214030,163108,,2009-10,,,,,
Amon,Khagrachari,77761,87202,,2009-10,,,,,
Amon,Noakhali,288961,216300,,2009-10,,,,,
Amon,Lakshmipur,218784,160309,,2009-10,,,,,
Amon,Feni,141039,147174,,2009-10,,,,,
Amon,Rangamati,23922,25537,,2009-10,,,,,
Amon,Sylhet,356366,352260,,2009-10,,,,,
Amon,Maulavibazar,235295,265500,,2009-10,,,,,
Amon,Sunamgonj,117914,130593,,2009-10,,,,,
Amon,Hobigonj,206856,220869,,2009-10,,,,,
Amon,Dhaka,50121,28772,,2009-10,,,,,
Amon,Gazipur,108813,125245,,2009-10,,,,,
Amon,Manikgonj,81815,33690,,2009-10,,,,,
Amon,Munshigonj,43375,20805,,2009-10,,,,,
Amon,Narayangonj,31318,19742,,2009-10,,,,,
Amon,Narsingdi,108849,109773,,2009-10,,,,,
Amon,Faridpur,144020,113613,,2009-10,,,,,
Amon,Rajbari,121340,115903,,2009-10,,,,,
Amon,Madaripur,77286,50911,,2009-10,,,,,
Amon,Gopalgonj,96463,40041,,2009-10,,,,,
Amon,Shariatpur,40081,18284,,2009-10,,,,,
Amon,Jamalpur,255288,207129,,2009-10,,,,,
Amon,Sherpur,226859,175203,,2009-10,,,,,
Amon,Kishoregonj,173694,140425,,2009-10,,,,,
Amon,Netrokona,346202,279596,,2009-10,,,,,
Amon,Mymenshing,653785,475919,,2009-10,,,,,
Amon,Tangail,336033,250758,,2009-10,,,,,
Amon,Barisal,311427,232203,,2009-10,,,,,
Amon,Jhalakathi,113357,78767,,2009-10,,,,,
Amon,Perojpur,198437,137785,,2009-10,,,,,
Amon,Bhola,412000,288994,,2009-10,,,,,
Amon,Jessore,341226,313555,,2009-10,,,,,
Amon,Jhenaidah,186802,195872,,2009-10,,,,,
Amon,Magura,125700,116479,,2009-10,,,,,
Amon,Narail,124598,88784,,2009-10,,,,,
Amon,Khulna,217912,215848,,2009-10,,,,,
Amon,Bagerhat,240087,184802,,2009-10,,,,,
Amon,Satkhira,207649,193309,,2009-10,,,,,
Amon,Khustia,177877,175297,,2009-10,,,,,
Amon,Chuadanga,113537,104373,,2009-10,,,,,
Amon,Meherpur,61959,58733,,2009-10,,,,,
Amon,Patuakhali,517580,348492,,2009-10,,,,,
Amon,Barguna,251652,175737,,2009-10,,,,,
Amon,Bogra,441965,366445,,2009-10,,,,,
Amon,Joypurhat,167194,159333,,2009-10,,,,,
Amon,Dinajpur,607395,581075,,2009-10,,,,,
Amon,Thakurgaon,289530,354518,,2009-10,,,,,
Amon,Panchagar,200177,169833,,2009-10,,,,,
Amon,Pabna,238411,180500,,2009-10,,,,,
Amon,Sirajgonj,190088,152724,,2009-10,,,,,
Amon,Rajshahi,187090,193581,,2009-10,,,,,
Amon,Noagaon,475075,500097,,2009-10,,,,,
Amon,Natore,176782,161042,,2009-10,,,,,
Amon,Nawabgonj,121718,125785,,2009-10,,,,,
Amon,Rangpur,357770,346055,,2009-10,,,,,
Amon,Gaibandha,288718,232193,,2009-10,,,,,
Amon,Kurigram,245703,192536,,2009-10,,,,,
Amon,Nilphamari,264085,245108,,2009-10,,,,,
Amon,Lalmonirhat,193856,184277,,2009-10,,,,,
Amon,Bandarban,20242,18482,,2010-11,,,,,
Amon,Chittagong,458472,478656,,2010-11,,,,,
Amon,Cox's Bazar,184632,207762,,2010-11,,,,,
Amon,Comilla,361548,349487,,2010-11,,,,,
Amon,Chandpur,129839,82066,,2010-11,,,,,
Amon,Brahmanbaria,157099,127768,,2010-11,,,,,
Amon,Khagrachari,75644,88001,,2010-11,,,,,
Amon,Noakhali,291268,211545,,2010-11,,,,,
Amon,Lakshmipur,212407,164634,,2010-11,,,,,
Amon,Feni,162124,191320,,2010-11,,,,,
Amon,Rangamati,23578,24352,,2010-11,,,,,
Amon,Sylhet,357078,352537,,2010-11,,,,,
Amon,Maulavibazar,234043,251751,,2010-11,,,,,
Amon,Sunamgonj,118006,116817,,2010-11,,,,,
Amon,Hobigonj,205202,198372,,2010-11,,,,,
Amon,Dhaka,44927,26151,,2010-11,,,,,
Amon,Gazipur,108364,125950,,2010-11,,,,,
Amon,Manikgonj,85688,35234,,2010-11,,,,,
Amon,Munshigonj,45484,21953,,2010-11,,,,,
Amon,Narayangonj,31871,18736,,2010-11,,,,,
Amon,Narsingdi,105501,103641,,2010-11,,,,,
Amon,Faridpur,145794,114918,,2010-11,,,,,
Amon,Rajbari,106581,91650,,2010-11,,,,,
Amon,Madaripur,76472,45759,,2010-11,,,,,
Amon,Gopalgonj,91754,42749,,2010-11,,,,,
Amon,Shariatpur,30607,15708,,2010-11,,,,,
Amon,Jamalpur,251484,221152,,2010-11,,,,,
Amon,Sherpur,226858,220729,,2010-11,,,,,
Amon,Kishoregonj,184956,164197,,2010-11,,,,,
Amon,Netrokona,345397,315602,,2010-11,,,,,
Amon,Mymenshing,675278,587762,,2010-11,,,,,
Amon,Tangail,352298,285921,,2010-11,,,,,
Amon,Barisal,320580,263150,,2010-11,,,,,
Amon,Jhalakathi,112387,91207,,2010-11,,,,,
Amon,Perojpur,166731,116921,,2010-11,,,,,
Amon,Bhola,422471,327014,,2010-11,,,,,
Amon,Jessore,345560,332402,,2010-11,,,,,
Amon,Jhenaidah,219380,219741,,2010-11,,,,,
Amon,Magura,122518,136409,,2010-11,,,,,
Amon,Narail,89563,59750,,2010-11,,,,,
Amon,Khulna,200321,176017,,2010-11,,,,,
Amon,Bagerhat,223874,159030,,2010-11,,,,,
Amon,Satkhira,251482,286059,,2010-11,,,,,
Amon,Khustia,192355,223212,,2010-11,,,,,
Amon,Chuadanga,109103,96142,,2010-11,,,,,
Amon,Meherpur,61223,55439,,2010-11,,,,,
Amon,Patuakhali,504165,347730,,2010-11,,,,,
Amon,Barguna,252020,179308,,2010-11,,,,,
Amon,Bogra,453517,396788,,2010-11,,,,,
Amon,Joypurhat,168220,171699,,2010-11,,,,,
Amon,Dinajpur,604853,637965,,2010-11,,,,,
Amon,Thakurgaon,294785,368478,,2010-11,,,,,
Amon,Panchagar,202338,249790,,2010-11,,,,,
Amon,Pabna,237280,158628,,2010-11,,,,,
Amon,Sirajgonj,194389,136775,,2010-11,,,,,
Amon,Rajshahi,181820,201370,,2010-11,,,,,
Amon,Noagaon,489512,532639,,2010-11,,,,,
Amon,Natore,172062,115818,,2010-11,,,,,
Amon,Nawabgonj,106287,112073,,2010-11,,,,,
Amon,Rangpur,343825,368115,,2010-11,,,,,
Amon,Gaibandha,290289,266465,,2010-11,,,,,
Amon,Kurigram,262475,241414,,2010-11,,,,,
Amon,Nilphamari,272632,269707,,2010-11,,,,,
Amon,Lalmonirhat,182420,192881,,2010-11,,,,,
Amon,Bandarban,20414,21328,,2011-12,,,,,
Amon,Chittagong,455458,467750,,2011-12,,,,,
Amon,Cox's Bazar,182297,213334,,2011-12,,,,,
Amon,Comilla,352781,342915,,2011-12,,,,,
Amon,Chandpur,108525,77592,,2011-12,,,,,
Amon,Brahmanbaria,155439,130527,,2011-12,,,,,
Amon,Khagrachari,76231,89607,,2011-12,,,,,
Amon,Noakhali,293415,220437,,2011-12,,,,,
Amon,Lakshmipur,208300,168048,,2011-12,,,,,
Amon,Feni,162522,188358,,2011-12,,,,,
Amon,Rangamati,24155,25746,,2011-12,,,,,
Amon,Sylhet,366288,353419,,2011-12,,,,,
Amon,Maulavibazar,235757,266727,,2011-12,,,,,
Amon,Sunamgonj,120198,118940,,2011-12,,,,,
Amon,Hobigonj,207845,201368,,2011-12,,,,,
Amon,Dhaka,39280,23810,,2011-12,,,,,
Amon,Gazipur,105849,116994,,2011-12,,,,,
Amon,Manikgonj,76229,33381,,2011-12,,,,,
Amon,Munshigonj,38604,18358,,2011-12,,,,,
Amon,Narayangonj,28762,16311,,2011-12,,,,,
Amon,Narsingdi,105090,107112,,2011-12,,,,,
Amon,Faridpur,135648,108093,,2011-12,,,,,
Amon,Rajbari,92187,78286,,2011-12,,,,,
Amon,Madaripur,67571,30266,,2011-12,,,,,
Amon,Gopalgonj,88891,40908,,2011-12,,,,,
Amon,Shariatpur,29858,15920,,2011-12,,,,,
Amon,Jamalpur,261849,238605,,2011-12,,,,,
Amon,Sherpur,223772,210547,,2011-12,,,,,
Amon,Kishoregonj,180622,167220,,2011-12,,,,,
Amon,Netrokona,341691,321711,,2011-12,,,,,
Amon,Mymenshing,668054,568546,,2011-12,,,,,
Amon,Tangail,344271,266992,,2011-12,,,,,
Amon,Barisal,309110,258853,,2011-12,,,,,
Amon,Jhalakathi,112289,88860,,2011-12,,,,,
Amon,Perojpur,157334,115904,,2011-12,,,,,
Amon,Bhola,422002,337660,,2011-12,,,,,
Amon,Jessore,336037,353267,,2011-12,,,,,
Amon,Jhenaidah,217239,240766,,2011-12,,,,,
Amon,Magura,120564,125560,,2011-12,,,,,
Amon,Narail,87878,66675,,2011-12,,,,,
Amon,Khulna,206177,181186,,2011-12,,,,,
Amon,Bagerhat,211095,150362,,2011-12,,,,,
Amon,Satkhira,207797,219388,,2011-12,,,,,
Amon,Khustia,196862,221110,,2011-12,,,,,
Amon,Chuadanga,107381,122987,,2011-12,,,,,
Amon,Meherpur,61785,69326,,2011-12,,,,,
Amon,Patuakhali,508494,339887,,2011-12,,,,,
Amon,Barguna,251884,180343,,2011-12,,,,,
Amon,Bogra,453143,428279,,2011-12,,,,,
Amon,Joypurhat,168032,169416,,2011-12,,,,,
Amon,Dinajpur,610853,606407,,2011-12,,,,,
Amon,Thakurgaon,294715,302191,,2011-12,,,,,
Amon,Panchagar,213092,213724,,2011-12,,,,,
Amon,Pabna,212419,182107,,2011-12,,,,,
Amon,Sirajgonj,196168,168070,,2011-12,,,,,
Amon,Rajshahi,180053,185350,,2011-12,,,,,
Amon,Noagaon,492122,525477,,2011-12,,,,,
Amon,Natore,185598,168278,,2011-12,,,,,
Amon,Nawabgonj,113963,115168,,2011-12,,,,,
Amon,Rangpur,358971,388317,,2011-12,,,,,
Amon,Gaibandha,287735,294861,,2011-12,,,,,
Amon,Kurigram,264862,254520,,2011-12,,,,,
Amon,Nilphamari,259704,281714,,2011-12,,,,,
Amon,Lalmonirhat,185921,193099,,2011-12,,,,,
Amon,Bandarban,20309,20779,,2012-13,,,,,
Amon,Chittagong,444559,474409,,2012-13,,,,,
Amon,Cox's Bazar,181104,221200,,2012-13,,,,,
Amon,Comilla,355550,338564,,2012-13,,,,,
Amon,Chandpur,116604,90938,,2012-13,,,,,
Amon,Brahmanbaria,153553,129766,,2012-13,,,,,
Amon,Khagrachari,76139,91560,,2012-13,,,,,
