Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Aus,Dhaka ,224780,89550,,1990-91 ,,,,,
Aus,Dinajpur ,215360,88510,,1990-91 ,,,,,
Aus,Faridpur ,497050,139140,,1990-91 ,,,,,
Aus,Jamalpur ,161000,58830,,1990-91 ,,,,,
Aus,Jessore ,324580,150680,,1990-91 ,,,,,
Aus,Khagrachari ,5330,3870,,1990-91 ,,,,,
Aus,Khulna ,92660,48270,,1990-91 ,,,,,
Aus,Kishoregonj ,165880,87710,,1990-91 ,,,,,
Aus,Kushtia ,296170,166380,,1990-91 ,,,,,
Aus,Mymensingh ,316070,141370,,1990-91 ,,,,,
Aus,Noakhali ,293110,128080,,1990-91 ,,,,,
Aus,Pabna ,135160,41690,,1990-91 ,,,,,
Aus,Patuakhali ,196730,81120,,1990-91 ,,,,,
Aus,Rajshahi ,340160,137150,,1990-91 ,,,,,
Aus,Rangamati ,13300,8160,,1990-91 ,,,,,
Aus,Rangpur ,372690,154960,,1990-91 ,,,,,
Aus,Sylhet ,479180,268980,,1990-91 ,,,,,
Aus,Tangail ,154140,47250,,1990-91 ,,,,,
Aus,Bandarban ,25540,16290,,1991-92 ,,,,,
Aus,Barisal ,437330,169760,,1991-92 ,,,,,
Aus,Bogra ,19210,9960,,1991-92 ,,,,,
Aus,Chittagong ,109740,92890,,1991-92 ,,,,,
Aus,Comilla ,282430,173430,,1991-92 ,,,,,
Aus,Dhaka ,188450,73170,,1991-92 ,,,,,
Aus,Dinajpur ,180670,77750,,1991-92 ,,,,,
Aus,Faridpur ,420190,131010,,1991-92 ,,,,,
Aus,Jamalpur ,150440,55060,,1991-92 ,,,,,
Aus,Jessore ,357200,189030,,1991-92 ,,,,,
Aus,Khagrachari ,5870,3990,,1991-92 ,,,,,
Aus,Khulna ,86110,57100,,1991-92 ,,,,,
Aus,Kishoregonj ,167490,93530,,1991-92 ,,,,,
Aus,Kushtia ,263360,140570,,1991-92 ,,,,,
Aus,Mymensingh ,316670,148400,,1991-92 ,,,,,
Aus,Noakhali ,275600,106980,,1991-92 ,,,,,
Aus,Pabna ,107870,34880,,1991-92 ,,,,,
Aus,Patuakhali ,176960,67930,,1991-92 ,,,,,
Aus,Rajshahi ,305210,155500,,1991-92 ,,,,,
Aus,Rangamati ,14170,8340,,1991-92 ,,,,,
Aus,Rangpur ,372740,152660,,1991-92 ,,,,,
Aus,Sylhet ,332370,182690,,1991-92 ,,,,,
Aus,Tangail ,139560,37600,,1991-92 ,,,,,
Aus,Bandarban ,25540,16290,,1992-93 ,,,,,
Aus,Barisal ,437330,169760,,1992-93 ,,,,,
Aus,Bogra ,19210,9960,,1992-93 ,,,,,
Aus,Chittagong ,109740,92890,,1992-93 ,,,,,
Aus,Comilla ,282430,173430,,1992-93 ,,,,,
Aus,Dhaka ,188450,73170,,1992-93 ,,,,,
Aus,Dinajpur ,180670,77750,,1992-93 ,,,,,
Aus,Faridpur ,420190,131010,,1992-93 ,,,,,
Aus,Jamalpur ,150440,55060,,1992-93 ,,,,,
Aus,Jessore ,357200,189030,,1992-93 ,,,,,
Aus,Khagrachari ,5870,3990,,1992-93 ,,,,,
Aus,Khulna ,86110,57100,,1992-93 ,,,,,
Aus,Kishoregonj ,167490,93530,,1992-93 ,,,,,
Aus,Kushtia ,263360,140570,,1992-93 ,,,,,
Aus,Mymensingh ,316670,148400,,1992-93 ,,,,,
Aus,Noakhali ,275600,106980,,1992-93 ,,,,,
Aus,Pabna ,107870,34880,,1992-93 ,,,,,
Aus,Patuakhali ,176960,67930,,1992-93 ,,,,,
Aus,Rajshahi ,305210,155500,,1992-93 ,,,,,
Aus,Rangamati ,14170,8340,,1992-93 ,,,,,
Aus,Rangpur ,372740,152660,,1992-93 ,,,,,
Aus,Sylhet ,332370,182690,,1992-93 ,,,,,
Aus,Tangail ,139560,37600,,1992-93 ,,,,,
Aus,Bandarban ,25620,15690,,1993-94 ,,,,,
Aus,Barisal ,354180,121660,,1993-94 ,,,,,
Aus,Bogra ,9760,4180,,1993-94 ,,,,,
Aus,Chittagong ,99580,76110,,1993-94 ,,,,,
Aus,Comilla ,237870,126790,,1993-94 ,,,,,
Aus,Dhaka ,169980,61690,,1993-94 ,,,,,
Aus,Dinajpur ,115790,53090,,1993-94 ,,,,,
Aus,Faridpur ,433360,134670,,1993-94 ,,,,,
Aus,Jamalpur ,136160,53840,,1993-94 ,,,,,
Aus,Jessore ,246970,112100,,1993-94 ,,,,,
Aus,Khagrachari ,4090,2870,,1993-94 ,,,,,
Aus,Khulna ,104290,64210,,1993-94 ,,,,,
Aus,Kishoregonj ,170730,104860,,1993-94 ,,,,,
Aus,Kushtia ,249370,137410,,1993-94 ,,,,,
Aus,Mymensingh ,252440,122270,,1993-94 ,,,,,
Aus,Noakhali ,175820,70400,,1993-94 ,,,,,
Aus,Pabna ,100440,32120,,1993-94 ,,,,,
Aus,Patuakhali ,146300,66360,,1993-94 ,,,,,
Aus,Rajshahi ,285680,144330,,1993-94 ,,,,,
Aus,Rangamati ,14930,8840,,1993-94 ,,,,,
Aus,Rangpur ,263500,113490,,1993-94 ,,,,,
Aus,Sylhet ,356370,184600,,1993-94 ,,,,,
Aus,Tangail ,123170,38680,,1993-94 ,,,,,
Aus,Bandarban ,26120,13430,,1994-95 ,,,,,
Aus,Barisal ,365640,130140,,1994-95 ,,,,,
Aus,Bogra ,8490,2700,,1994-95 ,,,,,
Aus,Chittagong ,87280,54700,,1994-95 ,,,,,
Aus,Comilla ,217770,100090,,1994-95 ,,,,,
Aus,Dhaka ,161180,55010,,1994-95 ,,,,,
Aus,Dinajpur ,110150,31070,,1994-95 ,,,,,
Aus,Faridpur ,448740,162210,,1994-95 ,,,,,
Aus,Jamalpur ,158960,54870,,1994-95 ,,,,,
Aus,Jessore ,231300,116180,,1994-95 ,,,,,
Aus,Khagrachari ,3950,2930,,1994-95 ,,,,,
Aus,Khulna ,93930,56710,,1994-95 ,,,,,
Aus,Kishoregonj ,159260,81100,,1994-95 ,,,,,
Aus,Kushtia ,212880,117090,,1994-95 ,,,,,
Aus,Mymensingh ,258460,105170,,1994-95 ,,,,,
Aus,Noakhali ,242260,99010,,1994-95 ,,,,,
Aus,Pabna ,93770,24630,,1994-95 ,,,,,
Aus,Patuakhali ,162040,71320,,1994-95 ,,,,,
Aus,Rajshahi ,219490,107490,,1994-95 ,,,,,
Aus,Rangamati ,14000,6230,,1994-95 ,,,,,
Aus,Rangpur ,212060,77750,,1994-95 ,,,,,
Aus,Sylhet ,503190,286410,,1994-95 ,,,,,
Aus,Tangail ,126510,34490,,1994-95 ,,,,,
Aus,Bandarban ,5760,5170,,1995-96 ,,,,,
Aus,Barisal ,52250,31260,,1995-96 ,,,,,
Aus,Bogra ,29800,20700,,1995-96 ,,,,,
Aus,Chittagong ,44780,38580,,1995-96 ,,,,,
Aus,Comilla ,127280,94540,,1995-96 ,,,,,
Aus,Dhaka ,14490,8120,,1995-96 ,,,,,
Aus,Dinajpur ,53900,31270,,1995-96 ,,,,,
Aus,Faridpur ,1390,1240,,1995-96 ,,,,,
Aus,Jamalpur ,19270,11760,,1995-96 ,,,,,
Aus,Jessore ,50610,45130,,1995-96 ,,,,,
Aus,Khagrachari ,2820,2330,,1995-96 ,,,,,
Aus,Khulna ,27580,22200,,1995-96 ,,,,,
Aus,Kishoregonj ,103420,62850,,1995-96 ,,,,,
Aus,Kushtia ,19110,18100,,1995-96 ,,,,,
Aus,Mymensingh ,127530,90210,,1995-96 ,,,,,
Aus,Noakhali ,108820,72950,,1995-96 ,,,,,
Aus,Pabna ,710,290,,1995-96 ,,,,,
Aus,Patuakhali ,38160,28540,,1995-96 ,,,,,
Aus,Rajshahi ,89660,72560,,1995-96 ,,,,,
Aus,Rangamati ,3970,3580,,1995-96 ,,,,,
Aus,Rangpur ,60480,32010,,1995-96 ,,,,,
Aus,Sylhet ,177920,140660,,1995-96 ,,,,,
Aus,Tangail ,10310,4820,,1995-96 ,,,,,
Aus,Bandarban ,29270,16690,,1996-97 ,,,,,
Aus,Barisal ,378560,129920,,1996-97 ,,,,,
Aus,Bogra ,33970,22110,,1996-97 ,,,,,
Aus,Chittagong ,88910,58230,,1996-97 ,,,,,
Aus,Comilla ,308210,162080,,1996-97 ,,,,,
Aus,Dhaka ,138610,49120,,1996-97 ,,,,,
Aus,Dinajpur ,95090,43290,,1996-97 ,,,,,
Aus,Faridpur ,408260,149770,,1996-97 ,,,,,
Aus,Jamalpur ,125250,44000,,1996-97 ,,,,,
Aus,Jessore ,200840,110800,,1996-97 ,,,,,
Aus,Khagrachari ,4190,3050,,1996-97 ,,,,,
Aus,Khulna ,57310,36250,,1996-97 ,,,,,
Aus,Kishoregonj ,142730,77710,,1996-97 ,,,,,
Aus,Kushtia ,182680,98690,,1996-97 ,,,,,
Aus,Mymensingh ,262340,131170,,1996-97 ,,,,,
Aus,Noakhali ,241090,117480,,1996-97 ,,,,,
Aus,Pabna ,70120,21480,,1996-97 ,,,,,
Aus,Patuakhali ,202020,101980,,1996-97 ,,,,,
Aus,Rajshahi ,227220,129970,,1996-97 ,,,,,
Aus,Rangamati ,11210,7290,,1996-97 ,,,,,
Aus,Rangpur ,165250,65250,,1996-97 ,,,,,
Aus,Sylhet ,445670,262240,,1996-97 ,,,,,
Aus,Tangail ,115920,32180,,1996-97 ,,,,,
Aus,Bandarban ,30620,17120,,1997-98 ,,,,,
Aus,Barisal ,355600,134800,,1997-98 ,,,,,
Aus,Bogra ,31210,20290,,1997-98 ,,,,,
Aus,Chittagong ,106710,63990,,1997-98 ,,,,,
Aus,Comilla ,305630,162450,,1997-98 ,,,,,
Aus,Dhaka ,141200,45980,,1997-98 ,,,,,
Aus,Dinajpur ,90370,41960,,1997-98 ,,,,,
Aus,Faridpur ,393480,122450,,1997-98 ,,,,,
Aus,Jamalpur ,111410,41710,,1997-98 ,,,,,
Aus,Jessore ,237110,143420,,1997-98 ,,,,,
Aus,Khagrachari ,5870,4150,,1997-98 ,,,,,
Aus,Khulna ,55050,35760,,1997-98 ,,,,,
Aus,Kishoregonj ,142570,79940,,1997-98 ,,,,,
Aus,Kushtia ,178890,97250,,1997-98 ,,,,,
Aus,Mymensingh ,243370,134620,,1997-98 ,,,,,
Aus,Noakhali ,225370,105670,,1997-98 ,,,,,
Aus,Pabna ,65900,23090,,1997-98 ,,,,,
Aus,Patuakhali ,209680,96660,,1997-98 ,,,,,
Aus,Rajshahi ,229670,131960,,1997-98 ,,,,,
Aus,Rangamati ,10230,6050,,1997-98 ,,,,,
Aus,Rangpur ,144570,62350,,1997-98 ,,,,,
Aus,Sylhet ,446380,273410,,1997-98 ,,,,,
Aus,Tangail ,107080,29350,,1997-98 ,,,,,
Aus,Bandarban ,30250,17000,,1998-99 ,,,,,
Aus,Barisal ,354310,125450,,1998-99 ,,,,,
Aus,Bogra ,26640,16870,,1998-99 ,,,,,
Aus,Chittagong ,112700,77210,,1998-99 ,,,,,
Aus,Comilla ,241660,119600,,1998-99 ,,,,,
Aus,Dhaka ,117890,37360,,1998-99 ,,,,,
Aus,Dinajpur ,83890,39620,,1998-99 ,,,,,
Aus,Faridpur ,378610,117650,,1998-99 ,,,,,
Aus,Jamalpur ,89160,31990,,1998-99 ,,,,,
Aus,Jessore ,247250,143410,,1998-99 ,,,,,
Aus,Khagrachari ,3040,1670,,1998-99 ,,,,,
Aus,Khulna ,46960,32120,,1998-99 ,,,,,
Aus,Kishoregonj ,135850,61650,,1998-99 ,,,,,
Aus,Kushtia ,183420,105650,,1998-99 ,,,,,
Aus,Mymensingh ,216520,106660,,1998-99 ,,,,,
Aus,Noakhali ,195890,82860,,1998-99 ,,,,,
Aus,Pabna ,67500,22940,,1998-99 ,,,,,
Aus,Patuakhali ,213740,104040,,1998-99 ,,,,,
Aus,Rajshahi ,177290,97920,,1998-99 ,,,,,
Aus,Rangamati ,10740,6650,,1998-99 ,,,,,
Aus,Rangpur ,127930,55250,,1998-99 ,,,,,
Aus,Sylhet ,375070,192880,,1998-99 ,,,,,
Aus,Tangail ,83170,20430,,1998-99 ,,,,,
Aus,Bandarban ,31610,17580,,1999-00 ,,,,,
Aus,Barisal ,352910,170860,,1999-00 ,,,,,
Aus,Bogra ,26370,17560,,1999-00 ,,,,,
Aus,Chittagong ,106060,80160,,1999-00 ,,,,,
Aus,Comilla ,218400,117650,,1999-00 ,,,,,
Aus,Dhaka ,123520,40990,,1999-00 ,,,,,
Aus,Dinajpur ,72270,34120,,1999-00 ,,,,,
Aus,Faridpur ,373810,133270,,1999-00 ,,,,,
Aus,Jamalpur ,73760,28300,,1999-00 ,,,,,
Aus,Jessore ,247890,134770,,1999-00 ,,,,,
Aus,Khagrachari ,2700,1680,,1999-00 ,,,,,
Aus,Khulna ,52020,32700,,1999-00 ,,,,,
Aus,Kishoregonj ,131680,81420,,1999-00 ,,,,,
Aus,Kushtia ,177530,110540,,1999-00 ,,,,,
Aus,Mymensingh ,194930,100660,,1999-00 ,,,,,
Aus,Noakhali ,221980,125550,,1999-00 ,,,,,
Aus,Pabna ,54970,21880,,1999-00 ,,,,,
Aus,Patuakhali ,223510,111820,,1999-00 ,,,,,
Aus,Rajshahi ,174110,104380,,1999-00 ,,,,,
Aus,Rangamati ,11370,7320,,1999-00 ,,,,,
Aus,Rangpur ,46500,21440,,1999-00 ,,,,,
Aus,Sylhet ,349950,212600,,1999-00 ,,,,,
Aus,Tangail ,71400,26660,,1999-00 ,,,,,
Aus,Bandarban ,30180,17870,,2000-01 ,,,,,
Aus,Barisal ,357900,185360,,2000-01 ,,,,,
Aus,Bogra ,19730,13450,,2000-01 ,,,,,
Aus,Chittagong ,106640,86960,,2000-01 ,,,,,
Aus,Comilla ,266460,197330,,2000-01 ,,,,,
Aus,Dhaka ,117280,44170,,2000-01 ,,,,,
Aus,Dinajpur ,42040,30840,,2000-01 ,,,,,
Aus,Faridpur ,317710,132840,,2000-01 ,,,,,
Aus,Jamalpur ,65140,32470,,2000-01 ,,,,,
Aus,Jessore ,220870,152920,,2000-01 ,,,,,
Aus,Khagrachari ,3700,2830,,2000-01 ,,,,,
Aus,Khulna ,31390,20670,,2000-01 ,,,,,
Aus,Kishoregonj ,139750,95560,,2000-01 ,,,,,
Aus,Kushtia ,173320,106020,,2000-01 ,,,,,
Aus,Mymensingh ,186180,116570,,2000-01 ,,,,,
Aus,Noakhali ,219240,122050,,2000-01 ,,,,,
Aus,Pabna ,60460,22870,,2000-01 ,,,,,
Aus,Patuakhali ,253490,146690,,2000-01 ,,,,,
Aus,Rajshahi ,161010,99140,,2000-01 ,,,,,
Aus,Rangamati ,11430,7360,,2000-01 ,,,,,
Aus,Rangpur ,31700,13690,,2000-01 ,,,,,
Aus,Sylhet ,396940,245440,,2000-01 ,,,,,
Aus,Tangail ,62210,22500,,2000-01 ,,,,,
Aus,Bandarban ,23400,14020,,2001-02 ,,,,,
Aus,Barisal ,386160,210670,,2001-02 ,,,,,
Aus,Bogra ,18060,12120,,2001-02 ,,,,,
Aus,Chittagong ,113580,90730,,2001-02 ,,,,,
Aus,Comilla ,271060,199690,,2001-02 ,,,,,
Aus,Dhaka ,114850,48540,,2001-02 ,,,,,
Aus,Dinajpur ,28770,15510,,2001-02 ,,,,,
Aus,Faridpur ,335960,129700,,2001-02 ,,,,,
Aus,Jamalpur ,51960,28010,,2001-02 ,,,,,
Aus,Jessore ,170780,115200,,2001-02 ,,,,,
Aus,Khagrachari ,5200,3850,,2001-02 ,,,,,
Aus,Khulna ,32080,22490,,2001-02 ,,,,,
Aus,Kishoregonj ,102820,72310,,2001-02 ,,,,,
Aus,Kushtia ,152690,95370,,2001-02 ,,,,,
Aus,Mymensingh ,169220,114840,,2001-02 ,,,,,
Aus,Noakhali ,218990,129980,,2001-02 ,,,,,
Aus,Pabna ,62860,23710,,2001-02 ,,,,,
Aus,Patuakhali ,248180,138170,,2001-02 ,,,,,
Aus,Rajshahi ,144650,91240,,2001-02 ,,,,,
Aus,Rangamati ,11110,6680,,2001-02 ,,,,,
Aus,Rangpur ,24790,9980,,2001-02 ,,,,,
Aus,Sylhet ,323550,215120,,2001-02 ,,,,,
Aus,Tangail ,58830,19790,,2001-02 ,,,,,
Aus,Bandarban ,25990,15610,,2002-03 ,,,,,
Aus,Barisal ,374970,196350,,2002-03 ,,,,,
Aus,Bogra ,17940,12740,,2002-03 ,,,,,
Aus,Chittagong ,118190,99430,,2002-03 ,,,,,
Aus,Comilla ,248920,182030,,2002-03 ,,,,,
Aus,Dhaka ,108390,42490,,2002-03 ,,,,,
Aus,Dinajpur ,31960,26680,,2002-03 ,,,,,
Aus,Faridpur ,317070,127970,,2002-03 ,,,,,
Aus,Jamalpur ,46760,22930,,2002-03 ,,,,,
Aus,Jessore ,173240,127630,,2002-03 ,,,,,
Aus,Khagrachari ,5790,4640,,2002-03 ,,,,,
Aus,Khulna ,29720,20940,,2002-03 ,,,,,
Aus,Kishoregonj ,94900,69200,,2002-03 ,,,,,
Aus,Kushtia ,142430,86110,,2002-03 ,,,,,
Aus,Mymensingh ,168720,104440,,2002-03 ,,,,,
Aus,Noakhali ,224800,133980,,2002-03 ,,,,,
Aus,Pabna ,70520,29450,,2002-03 ,,,,,
Aus,Patuakhali ,253360,152210,,2002-03 ,,,,,
Aus,Rajshahi ,184020,118070,,2002-03 ,,,,,
Aus,Rangamati ,12680,7190,,2002-03 ,,,,,
Aus,Rangpur ,27330,17780,,2002-03 ,,,,,
Aus,Sylhet ,339500,219070,,2002-03 ,,,,,
Aus,Tangail ,56160,33760,,2002-03 ,,,,,
Aus,Bandarban ,25320,15170,,2003-04 ,,,,,
Aus,Barisal ,383740,201220,,2003-04 ,,,,,
Aus,Bogra ,17890,12060,,2003-04 ,,,,,
Aus,Chittagong ,126820,108360,,2003-04 ,,,,,
Aus,Comilla ,229040,165300,,2003-04 ,,,,,
Aus,Dhaka ,107500,46340,,2003-04 ,,,,,
Aus,Dinajpur ,27130,23780,,2003-04 ,,,,,
Aus,Faridpur ,327240,142180,,2003-04 ,,,,,
Aus,Jamalpur ,43050,20070,,2003-04 ,,,,,
Aus,Jessore ,165240,114240,,2003-04 ,,,,,
Aus,Khagrachari ,5870,6640,,2003-04 ,,,,,
Aus,Khulna ,29550,21210,,2003-04 ,,,,,
Aus,Kishoregonj ,89470,64380,,2003-04 ,,,,,
Aus,Kushtia ,130630,74560,,2003-04 ,,,,,
Aus,Mymensingh ,161460,112890,,2003-04 ,,,,,
Aus,Noakhali ,213550,123190,,2003-04 ,,,,,
Aus,Pabna ,71570,32280,,2003-04 ,,,,,
Aus,Patuakhali ,252060,157160,,2003-04 ,,,,,
Aus,Rajshahi ,185920,125120,,2003-04 ,,,,,
Aus,Rangamati ,11850,7860,,2003-04 ,,,,,
Aus,Rangpur ,20450,12040,,2003-04 ,,,,,
Aus,Sylhet ,291360,213460,,2003-04 ,,,,,
Aus,Tangail ,54990,32330,,2003-04 ,,,,,
Aus,Bandarban ,24560,13390,,2004-05 ,,,,,
Aus,Barisal ,380260,192580,,2004-05 ,,,,,
Aus,Bogra ,17120,11850,,2004-05 ,,,,,
Aus,Chittagong ,112250,100830,,2004-05 ,,,,,
Aus,Comilla ,207260,140460,,2004-05 ,,,,,
Aus,Dhaka ,57420,22780,,2004-05 ,,,,,
Aus,Dinajpur ,24980,19480,,2004-05 ,,,,,
Aus,Faridpur ,220300,75590,,2004-05 ,,,,,
Aus,Jamalpur ,31470,12700,,2004-05 ,,,,,
Aus,Jessore ,140540,113280,,2004-05 ,,,,,
Aus,Khagrachari ,6100,5890,,2004-05 ,,,,,
Aus,Khulna ,32830,23280,,2004-05 ,,,,,
Aus,Kishoregonj ,76090,41300,,2004-05 ,,,,,
Aus,Kushtia ,90310,63580,,2004-05 ,,,,,
Aus,Mymensingh ,134710,84190,,2004-05 ,,,,,
Aus,Noakhali ,208050,119320,,2004-05 ,,,,,
Aus,Pabna ,51210,19960,,2004-05 ,,,,,
Aus,Patuakhali ,272970,170340,,2004-05 ,,,,,
Aus,Rajshahi ,172210,127490,,2004-05 ,,,,,
Aus,Rangamati ,14260,7810,,2004-05 ,,,,,
Aus,Rangpur ,8560,4080,,2004-05 ,,,,,
Aus,Sylhet ,226650,121760,,2004-05 ,,,,,
Aus,Tangail ,22020,8530,,2004-05 ,,,,,
Aus,Bandarban ,15261,8196,,2005-06 ,,,,,
Aus,Barisal ,384895,223865,,2005-06 ,,,,,
Aus,Bogra ,19867,14846,,2005-06 ,,,,,
Aus,Chittagong ,86645,82878,,2005-06 ,,,,,
Aus,Comilla ,209025,154405,,2005-06 ,,,,,
Aus,Dhaka ,35870,17518,,2005-06 ,,,,,
Aus,Dinajpur ,20866,17752,,2005-06 ,,,,,
Aus,Faridpur ,197718,73436,,2005-06 ,,,,,
Aus,Jamalpur ,32126,17193,,2005-06 ,,,,,
Aus,Jessore ,142599,116121,,2005-06 ,,,,,
Aus,Khagrachari ,7384,6991,,2005-06 ,,,,,
Aus,Khulna ,32223,24482,,2005-06 ,,,,,
Aus,Kishoregonj ,75273,60797,,2005-06 ,,,,,
Aus,Kushtia ,98548,75932,,2005-06 ,,,,,
Aus,Mymensingh ,131882,86758,,2005-06 ,,,,,
Aus,Noakhali ,210436,128835,,2005-06 ,,,,,
Aus,Pabna ,59975,30713,,2005-06 ,,,,,
Aus,Patuakhali ,258479,181349,,2005-06 ,,,,,
Aus,Rajshahi ,214255,175489,,2005-06 ,,,,,
Aus,Rangamati ,13668,9894,,2005-06 ,,,,,
Aus,Rangpur ,6975,3612,,2005-06 ,,,,,
Aus,Sylhet ,294787,230565,,2005-06 ,,,,,
Aus,Tangail ,7013,3412,,2005-06 ,,,,,
Aus,Bandarban ,16195,10604,,2006-07 ,,,,,
Aus,Barisal ,76115,44104,,2006-07 ,,,,,
Aus,Brahmanbaria ,14010,7986,,2006-07 ,,,,,
Aus,Chandpur ,37490,24838,,2006-07 ,,,,,
Aus,Chittagong ,91835,86859,,2006-07 ,,,,,
Aus,Comilla ,116225,90069,,2006-07 ,,,,,
Aus,Cox's Bazar ,1725,1897,,2006-07 ,,,,,
Aus,Dhaka ,3490,1239,,2006-07 ,,,,,
Aus,Faridpur ,41920,12678,,2006-07 ,,,,,
Aus,Feni ,34435,25262,,2006-07 ,,,,,
Aus,Gazipur ,5970,3846,,2006-07 ,,,,,
Aus,Gopalgonj ,17625,5316,,2006-07 ,,,,,
Aus,Hobigonj ,67250,55222,,2006-07 ,,,,,
Aus,Jamalpur ,1480,739,,2006-07 ,,,,,
Aus,Khagrachari ,6585,5111,,2006-07 ,,,,,
Aus,Kishoregonj ,44995,37659,,2006-07 ,,,,,
Aus,Lakshmipur ,64305,45088,,2006-07 ,,,,,
Aus,Madaripur ,20350,6707,,2006-07 ,,,,,
Aus,Manikgonj ,6425,1090,,2006-07 ,,,,,
Aus,Maulavibazar ,53980,42444,,2006-07 ,,,,,
Aus,Munshigonj ,8015,2668,,2006-07 ,,,,,
Aus,Mymenshing ,131785,91233,,2006-07 ,,,,,
Aus,Narayangonj ,1490,774,,2006-07 ,,,,,
Aus,Narsingdi ,1605,531,,2006-07 ,,,,,
Aus,Netrokona ,15740,11522,,2006-07 ,,,,,
Aus,Noakhali ,82155,56648,,2006-07 ,,,,,
Aus,Rajbari ,30270,9625,,2006-07 ,,,,,
Aus,Rangamati ,12790,7989,,2006-07 ,,,,,
Aus,Shariatpur ,39330,13829,,2006-07 ,,,,,
Aus,Sherpur ,21885,12482,,2006-07 ,,,,,
Aus,Sunamgonj ,9250,5655,,2006-07 ,,,,,
Aus,Sylhet ,107250,81782,,2006-07 ,,,,,
Aus,Tangail ,7195,3120,,2006-07 ,,,,,
Aus,Bandarban ,18405,11513,,2007-08 ,,,,,
Aus,Barisal ,79435,42882,,2007-08 ,,,,,
Aus,Brahmanbaria ,8310,4535,,2007-08 ,,,,,
Aus,Chandpur ,23450,15610,,2007-08 ,,,,,
Aus,Chittagong ,99600,93523,,2007-08 ,,,,,
Aus,Comilla ,77375,50677,,2007-08 ,,,,,
Aus,Cox's Bazar ,1765,1837,,2007-08 ,,,,,
Aus,Dhaka ,1960,804,,2007-08 ,,,,,
Aus,Faridpur ,19740,5512,,2007-08 ,,,,,
Aus,Feni ,32765,18206,,2007-08 ,,,,,
Aus,Gazipur ,6445,4328,,2007-08 ,,,,,
Aus,Gopalgonj ,8980,3181,,2007-08 ,,,,,
Aus,Hobigonj ,71425,46895,,2007-08 ,,,,,
Aus,Jamalpur ,1375,885,,2007-08 ,,,,,
Aus,Khagrachari ,6545,5791,,2007-08 ,,,,,
Aus,Kishoregonj ,32135,25072,,2007-08 ,,,,,
Aus,Lakshmipur ,77890,47022,,2007-08 ,,,,,
Aus,Madaripur ,5590,2064,,2007-08 ,,,,,
Aus,Manikgonj ,3375,661,,2007-08 ,,,,,
Aus,Maulavibazar ,58785,46604,,2007-08 ,,,,,
Aus,Munshigonj ,5970,2582,,2007-08 ,,,,,
Aus,Mymenshing ,127325,88198,,2007-08 ,,,,,
Aus,Narayangonj ,2570,1617,,2007-08 ,,,,,
Aus,Narsingdi ,1085,484,,2007-08 ,,,,,
Aus,Netrokona ,11475,8082,,2007-08 ,,,,,
Aus,Noakhali ,98060,47722,,2007-08 ,,,,,
Aus,Rajbari ,10870,4206,,2007-08 ,,,,,
Aus,Rangamati ,15435,8723,,2007-08 ,,,,,
Aus,Shariatpur ,20590,7028,,2007-08 ,,,,,
Aus,Sherpur ,22375,13744,,2007-08 ,,,,,
Aus,Sunamgonj ,7695,3825,,2007-08 ,,,,,
Aus,Sylhet ,93905,65463,,2007-08 ,,,,,
Aus,Tangail ,980,447,,2007-08 ,,,,,
Aus,Bagerhat ,12055,8669,,2006-07 ,,,,,
Aus,Barguna ,89470,56092,,2006-07 ,,,,,
Aus,Bhola ,123480,62360,,2006-07 ,,,,,
Aus,Bogra ,20940,15891,,2006-07 ,,,,,
Aus,Chuadanga ,20660,15796,,2006-07 ,,,,,
Aus,Dinajpur ,19260,14343,,2006-07 ,,,,,
Aus,Gaibandha ,40,46,,2006-07 ,,,,,
Aus,Jessore ,72520,75625,,2006-07 ,,,,,
Aus,Jhalakathi ,53915,34461,,2006-07 ,,,,,
Aus,Jhenaidah ,31065,22234,,2006-07 ,,,,,
Aus,Joypurhat ,420,321,,2006-07 ,,,,,
Aus,Khulna ,10750,5557,,2006-07 ,,,,,
Aus,Khustia ,58880,41294,,2006-07 ,,,,,
Aus,Kurigram ,4830,2046,,2006-07 ,,,,,
Aus,Lalmonirhat ,0,0,,2006-07 ,,,,,
Aus,Magura ,13310,9135,,2006-07 ,,,,,
Aus,Meherpur ,9390,6985,,2006-07 ,,,,,
Aus,Narail ,20925,9708,,2006-07 ,,,,,
Aus,Natore ,19975,11140,,2006-07 ,,,,,
Aus,Nawabgonj ,80660,65724,,2006-07 ,,,,,
Aus,Nilphamari ,0,0,,2006-07 ,,,,,
Aus,Noagaon ,52895,45572,,2006-07 ,,,,,
Aus,Pabna ,50180,17732,,2006-07 ,,,,,
Aus,Panchagar ,0,0,,2006-07 ,,,,,
Aus,Patuakhali ,149595,83625,,2006-07 ,,,,,
Aus,Perojpur ,50180,29723,,2006-07 ,,,,,
Aus,Rajshahi ,76925,67169,,2006-07 ,,,,,
Aus,Rangpur ,0,0,,2006-07 ,,,,,
Aus,Satkhira ,3720,3606,,2006-07 ,,,,,
Aus,Sirajgonj ,1570,855,,2006-07 ,,,,,
Aus,Thakurgaon ,0,0,,2006-07 ,,,,,
Aus,Bagerhat ,14390,9995,,2007-08 ,,,,,
Aus,Barguna ,89420,69622,,2007-08 ,,,,,
Aus,Bhola ,145715,79537,,2007-08 ,,,,,
